FILE,AR/FA Name,Original_EN_Name,Ottoman/Turkish_Name,TYPE,GeonamesID,Disambiguating_GEO_entities,Country,District,Category_of_Entity,Latitude,Longitude,Comments
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i Hudud_Basra,الزبير,Az Zubayr,Zübeyr,PLACE,98245,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.39213,47.70175,
Seyahatname-i-Hudud_Baghdad.txt,,At Tājī,Tâcî Mukâta‘ası,PLACE,98414,Found in geonames w/certainty,Iraq,Baghdad,"city, village,...",33.52944,44.2775,
Seyahatname-i-Hudud_Baghdad.txt,,Aswad,Nehrü'l-esved,PLACE,98454,Found in geonames w/certainty,Iraq,Diyālá,"city, village,...",33.82639,44.56139,
Seyahatname-i-Hudud_Baghdad.txt,السليمانية,Sulaymaniyah,Süleymâniye,PLACE,98463,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",35.56496,45.4329,
Seyahatname-i-Hudud_Baghdad.txt,السليمانية,Sulaymaniyah,Süleymâniye,PLACE,98463,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",35.56496,45.4329,
Seyahatname-i-Hudud_Baghdad.txt,السليمانية,Sulaymaniyah,Süleymâniye,PLACE,98463,Found in geonames w/certainty,Iraq,Sulaymaniyah,"city, village,...",35.56496,45.4329,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Nehrü's-Saklâvî,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî nehri,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî nehri,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî nehri,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî nehri,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî nehri,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i-Hudud_Baghdad.txt,,Aş Şaqlāwīyah,Saklâvî şeddi,PLACE,98524,Found in geonames w/certainty,Iraq,Al Anbar,"city, village,...",33.39639,43.68333,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i Hudud_Basra,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i-Hudud_Baghdad.txt,السماوه,As Samawah,Semâve,PLACE,98530,Found in geonames w/certainty,Iraq,Al Muthanná,"city, village,...",31.33198,45.2944,
Seyahatname-i-Hudud_Baghdad.txt,الصباغية,Qaryat aş Şabbāghīyah,Sabâgıyye,PLACE,98555,Found in geonames w/certainty,Iraq,Bābil,"city, village,...",32.65898,44.48729,
Seyahatname-i-Hudud_Baghdad.txt,السويب,As Suwayb,Kerha,PLACE,98578,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.9634,47.48439,
Seyahatname-i-Hudud_Baghdad.txt,السويب,As Suwayb,Süveyb,PLACE,98578,Found in geonames w/certainty,Iraq,Basra,"city, village,...",30.9634,47.48439,
Seyahatname-i-Hudud_Baghdad.txt,الشطرة,Ash Shaţrah,el-Şetr,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,الشطرة,Ash Shaţrah,Şatra,PLACE,98622,Found in geonames w/certainty,Iraq,Dhi Qar,"city, village,...",31.40906,46.1727,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr boğazı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr boğazı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr harkı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr harkı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr harkı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
Seyahatname-i Hudud_Basra,نهر العشار,Nahr al ‘Ashshār,Aşâr harkı,PLACE,98628,Found in geonames w/certainty,Iraq,Basra,"stream, lake, ...",30.52257,47.84097,
